"subid","order","trial","request_type","question_type","correct","age","gender","ethnicity","experimenter","comments","age_fct"
"180713-06","1","7","idq","polite",1,4.68,"F","","IR","",4
"180713-06","1","8","please_idq","rude",1,4.68,"F","","IR","",4
"180713-06","1","9","please_idq","rude",1,4.68,"F","","IR","",4
"180713-06","1","10","idq","polite",1,4.68,"F","","IR","",4
"180713-06","1","11","please","rude",1,4.68,"F","","IR","",4
"180713-06","1","12","idq","rude",0,4.68,"F","","IR","",4
"180716-01","1","1","please","polite",1,4.17,"F","","IR","",4
"180716-01","1","2","please","polite",1,4.17,"F","","IR","",4
"180716-01","1","3","idq","rude",1,4.17,"F","","IR","",4
"180716-01","1","4","please_idq","polite",0,4.17,"F","","IR","",4
"180716-01","1","5","please","rude",0,4.17,"F","","IR","",4
"180716-01","1","6","please_idq","polite",0,4.17,"F","","IR","",4
"180716-01","1","7","idq","polite",0,4.17,"F","","IR","",4
"180716-01","1","8","please_idq","rude",0,4.17,"F","","IR","",4
"180716-01","1","9","please_idq","rude",1,4.17,"F","","IR","",4
"180716-01","1","10","idq","polite",1,4.17,"F","","IR","",4
"180716-01","1","11","please","rude",1,4.17,"F","","IR","",4
"180716-01","1","12","idq","rude",1,4.17,"F","","IR","",4
"180716-02","1","1","please","polite",0,3.18,"M","","IR","One distraction from outside during a trial, still was able to choose pretty fluidly",3
"180716-02","1","2","please","polite",1,3.18,"M","","IR","One distraction from outside during a trial, still was able to choose pretty fluidly",3
"180716-02","1","3","idq","rude",1,3.18,"M","","IR","One distraction from outside during a trial, still was able to choose pretty fluidly",3
"180716-02","1","4","please_idq","polite",0,3.18,"M","","IR","One distraction from outside during a trial, still was able to choose pretty fluidly",3
"180716-02","1","5","please","rude",0,3.18,"M","","IR","One distraction from outside during a trial, still was able to choose pretty fluidly",3
"180716-02","1","6","please_idq","polite",0,3.18,"M","","IR","One distraction from outside during a trial, still was able to choose pretty fluidly",3
"180716-02","1","7","idq","polite",0,3.18,"M","","IR","One distraction from outside during a trial, still was able to choose pretty fluidly",3
"180716-02","1","8","please_idq","rude",0,3.18,"M","","IR","One distraction from outside during a trial, still was able to choose pretty fluidly",3
"180716-02","1","9","please_idq","rude",1,3.18,"M","","IR","One distraction from outside during a trial, still was able to choose pretty fluidly",3
"180716-02","1","10","idq","polite",0,3.18,"M","","IR","One distraction from outside during a trial, still was able to choose pretty fluidly",3
"180716-02","1","11","please","rude",0,3.18,"M","","IR","One distraction from outside during a trial, still was able to choose pretty fluidly",3
"180716-02","1","12","idq","rude",1,3.18,"M","","IR","One distraction from outside during a trial, still was able to choose pretty fluidly",3
"180716-03","1","1","please","polite",1,4.02,"F","","IR","",4
"180716-03","1","2","please","polite",1,4.02,"F","","IR","",4
"180716-03","1","3","idq","rude",0,4.02,"F","","IR","",4
"180716-03","1","4","please_idq","polite",1,4.02,"F","","IR","",4
"180716-03","1","5","please","rude",1,4.02,"F","","IR","",4
"180716-03","1","6","please_idq","polite",1,4.02,"F","","IR","",4
"180716-03","1","7","idq","polite",1,4.02,"F","","IR","",4
"180716-03","1","8","please_idq","rude",0,4.02,"F","","IR","",4
"180716-03","1","9","please_idq","rude",1,4.02,"F","","IR","",4
"180716-03","1","10","idq","polite",1,4.02,"F","","IR","",4
"180716-03","1","11","please","rude",1,4.02,"F","","IR","",4
"180716-03","1","12","idq","rude",1,4.02,"F","","IR","",4
"180718-01","1","1","please","polite",1,4.07,"M","","IR","",4
"180718-01","1","2","please","polite",1,4.07,"M","","IR","",4
"180718-01","1","3","idq","rude",1,4.07,"M","","IR","",4
"180718-01","1","4","please_idq","polite",1,4.07,"M","","IR","",4
"180718-01","1","5","please","rude",1,4.07,"M","","IR","",4
"180718-01","1","6","please_idq","polite",1,4.07,"M","","IR","",4
"180718-01","1","7","idq","polite",0,4.07,"M","","IR","",4
"180718-01","1","8","please_idq","rude",1,4.07,"M","","IR","",4
"180718-01","1","9","please_idq","rude",1,4.07,"M","","IR","",4
"180718-01","1","10","idq","polite",0,4.07,"M","","IR","",4
"180718-01","1","11","please","rude",0,4.07,"M","","IR","",4
"180718-01","1","12","idq","rude",1,4.07,"M","","IR","",4
"180718-04","1","1","please","polite",0,3.26,"F","","IR","",3
"180718-04","1","2","please","polite",0,3.26,"F","","IR","",3
"180718-04","1","3","idq","rude",1,3.26,"F","","IR","",3
"180718-04","1","4","please_idq","polite",1,3.26,"F","","IR","",3
"180718-04","1","5","please","rude",0,3.26,"F","","IR","",3
"180718-04","1","6","please_idq","polite",0,3.26,"F","","IR","",3
"180718-04","1","7","idq","polite",1,3.26,"F","","IR","",3
"180718-04","1","8","please_idq","rude",1,3.26,"F","","IR","",3
"180718-04","1","9","please_idq","rude",0,3.26,"F","","IR","",3
"180718-04","1","10","idq","polite",1,3.26,"F","","IR","",3
"180718-04","1","11","please","rude",1,3.26,"F","","IR","",3
"180718-04","1","12","idq","rude",0,3.26,"F","","IR","",3
"180718-05","1","1","please","polite",1,3.9,"F","","IR","",3
"180718-05","1","2","please","polite",1,3.9,"F","","IR","",3
"180718-05","1","3","idq","rude",0,3.9,"F","","IR","",3
"180718-05","1","4","please_idq","polite",1,3.9,"F","","IR","",3
"180718-05","1","5","please","rude",1,3.9,"F","","IR","",3
"180718-05","1","6","please_idq","polite",1,3.9,"F","","IR","",3
"180718-05","1","7","idq","polite",1,3.9,"F","","IR","",3
"180718-05","1","8","please_idq","rude",0,3.9,"F","","IR","",3
"180718-05","1","9","please_idq","rude",0,3.9,"F","","IR","",3
"180718-05","1","10","idq","polite",0,3.9,"F","","IR","",3
"180718-05","1","11","please","rude",0,3.9,"F","","IR","",3
"180718-05","1","12","idq","rude",1,3.9,"F","","IR","",3
"180723-01","1","1","please","polite",0,3.96,"M","","IR","Provided unprompted reasons for his character selection after some questions",3
"180723-01","1","2","please","polite",1,3.96,"M","","IR","Provided unprompted reasons for his character selection after some questions",3
"180723-01","1","3","idq","rude",1,3.96,"M","","IR","Provided unprompted reasons for his character selection after some questions",3
"180723-01","1","4","please_idq","polite",1,3.96,"M","","IR","Provided unprompted reasons for his character selection after some questions",3
"180723-01","1","5","please","rude",1,3.96,"M","","IR","Provided unprompted reasons for his character selection after some questions",3
"180723-01","1","6","please_idq","polite",1,3.96,"M","","IR","Provided unprompted reasons for his character selection after some questions",3
"180723-01","1","7","idq","polite",1,3.96,"M","","IR","Provided unprompted reasons for his character selection after some questions",3
"180723-01","1","8","please_idq","rude",1,3.96,"M","","IR","Provided unprompted reasons for his character selection after some questions",3
"180723-01","1","9","please_idq","rude",1,3.96,"M","","IR","Provided unprompted reasons for his character selection after some questions",3
"180723-01","1","10","idq","polite",1,3.96,"M","","IR","Provided unprompted reasons for his character selection after some questions",3
"180723-01","1","11","please","rude",0,3.96,"M","","IR","Provided unprompted reasons for his character selection after some questions",3
"180723-01","1","12","idq","rude",1,3.96,"M","","IR","Provided unprompted reasons for his character selection after some questions",3
"180727-03","1","1","please","polite",0,3.05,"M","","IR","Video recording did not start because SD slot was not closed completely, nothing unsusual happened, I followed the script and he completed the full 12 trials easily",3
"180727-03","1","2","please","polite",0,3.05,"M","","IR","Video recording did not start because SD slot was not closed completely, nothing unsusual happened, I followed the script and he completed the full 12 trials easily",3
"180727-03","1","3","idq","rude",0,3.05,"M","","IR","Video recording did not start because SD slot was not closed completely, nothing unsusual happened, I followed the script and he completed the full 12 trials easily",3
"180727-03","1","4","please_idq","polite",0,3.05,"M","","IR","Video recording did not start because SD slot was not closed completely, nothing unsusual happened, I followed the script and he completed the full 12 trials easily",3
"180727-03","1","5","please","rude",0,3.05,"M","","IR","Video recording did not start because SD slot was not closed completely, nothing unsusual happened, I followed the script and he completed the full 12 trials easily",3
"180727-03","1","6","please_idq","polite",0,3.05,"M","","IR","Video recording did not start because SD slot was not closed completely, nothing unsusual happened, I followed the script and he completed the full 12 trials easily",3
"180727-03","1","7","idq","polite",0,3.05,"M","","IR","Video recording did not start because SD slot was not closed completely, nothing unsusual happened, I followed the script and he completed the full 12 trials easily",3
"180727-03","1","8","please_idq","rude",0,3.05,"M","","IR","Video recording did not start because SD slot was not closed completely, nothing unsusual happened, I followed the script and he completed the full 12 trials easily",3
"180727-03","1","9","please_idq","rude",0,3.05,"M","","IR","Video recording did not start because SD slot was not closed completely, nothing unsusual happened, I followed the script and he completed the full 12 trials easily",3
"180727-03","1","10","idq","polite",0,3.05,"M","","IR","Video recording did not start because SD slot was not closed completely, nothing unsusual happened, I followed the script and he completed the full 12 trials easily",3
"180727-03","1","11","please","rude",1,3.05,"M","","IR","Video recording did not start because SD slot was not closed completely, nothing unsusual happened, I followed the script and he completed the full 12 trials easily",3
"180727-03","1","12","idq","rude",1,3.05,"M","","IR","Video recording did not start because SD slot was not closed completely, nothing unsusual happened, I followed the script and he completed the full 12 trials easily",3
"180730-02","1","1","please","polite",1,3.33,"M","","IR","Trial 5 (?) did not wait for me to finish saying the question before choosing an answer, seemed to consistently choose the character on the left regardless of question posed",3
"180730-02","1","2","please","polite",1,3.33,"M","","IR","Trial 5 (?) did not wait for me to finish saying the question before choosing an answer, seemed to consistently choose the character on the left regardless of question posed",3
"180730-02","1","3","idq","rude",1,3.33,"M","","IR","Trial 5 (?) did not wait for me to finish saying the question before choosing an answer, seemed to consistently choose the character on the left regardless of question posed",3
"180730-02","1","4","please_idq","polite",0,3.33,"M","","IR","Trial 5 (?) did not wait for me to finish saying the question before choosing an answer, seemed to consistently choose the character on the left regardless of question posed",3
"180730-02","1","5","please","rude",0,3.33,"M","","IR","Trial 5 (?) did not wait for me to finish saying the question before choosing an answer, seemed to consistently choose the character on the left regardless of question posed",3
"180730-02","1","6","please_idq","polite",0,3.33,"M","","IR","Trial 5 (?) did not wait for me to finish saying the question before choosing an answer, seemed to consistently choose the character on the left regardless of question posed",3
"180730-02","1","7","idq","polite",0,3.33,"M","","IR","Trial 5 (?) did not wait for me to finish saying the question before choosing an answer, seemed to consistently choose the character on the left regardless of question posed",3
"180730-02","1","8","please_idq","rude",0,3.33,"M","","IR","Trial 5 (?) did not wait for me to finish saying the question before choosing an answer, seemed to consistently choose the character on the left regardless of question posed",3
"180730-02","1","9","please_idq","rude",0,3.33,"M","","IR","Trial 5 (?) did not wait for me to finish saying the question before choosing an answer, seemed to consistently choose the character on the left regardless of question posed",3
"180730-02","1","10","idq","polite",0,3.33,"M","","IR","Trial 5 (?) did not wait for me to finish saying the question before choosing an answer, seemed to consistently choose the character on the left regardless of question posed",3
"180730-02","1","11","please","rude",0,3.33,"M","","IR","Trial 5 (?) did not wait for me to finish saying the question before choosing an answer, seemed to consistently choose the character on the left regardless of question posed",3
"180730-02","1","12","idq","rude",0,3.33,"M","","IR","Trial 5 (?) did not wait for me to finish saying the question before choosing an answer, seemed to consistently choose the character on the left regardless of question posed",3
"180801-01","1","1","please","polite",1,3.73,"M","","IR","I had to reboot the app three times but after the third time it started to work and ran smoothly throughout the game",3
"180801-01","1","2","please","polite",0,3.73,"M","","IR","I had to reboot the app three times but after the third time it started to work and ran smoothly throughout the game",3
"180801-01","1","3","idq","rude",1,3.73,"M","","IR","I had to reboot the app three times but after the third time it started to work and ran smoothly throughout the game",3
"180801-01","1","4","please_idq","polite",0,3.73,"M","","IR","I had to reboot the app three times but after the third time it started to work and ran smoothly throughout the game",3
"180801-01","1","5","please","rude",1,3.73,"M","","IR","I had to reboot the app three times but after the third time it started to work and ran smoothly throughout the game",3
"180801-01","1","6","please_idq","polite",1,3.73,"M","","IR","I had to reboot the app three times but after the third time it started to work and ran smoothly throughout the game",3
"180801-01","1","7","idq","polite",1,3.73,"M","","IR","I had to reboot the app three times but after the third time it started to work and ran smoothly throughout the game",3
"180801-01","1","8","please_idq","rude",0,3.73,"M","","IR","I had to reboot the app three times but after the third time it started to work and ran smoothly throughout the game",3
"180801-01","1","9","please_idq","rude",1,3.73,"M","","IR","I had to reboot the app three times but after the third time it started to work and ran smoothly throughout the game",3
"180801-01","1","10","idq","polite",1,3.73,"M","","IR","I had to reboot the app three times but after the third time it started to work and ran smoothly throughout the game",3
"180801-01","1","11","please","rude",0,3.73,"M","","IR","I had to reboot the app three times but after the third time it started to work and ran smoothly throughout the game",3
"180801-01","1","12","idq","rude",0,3.73,"M","","IR","I had to reboot the app three times but after the third time it started to work and ran smoothly throughout the game",3
"180806-01","1","1","please","polite",0,3.56,"F","","IR","",3
"180806-01","1","2","please","polite",1,3.56,"F","","IR","",3
"180806-01","1","3","idq","rude",0,3.56,"F","","IR","",3
"180806-01","1","4","please_idq","polite",0,3.56,"F","","IR","",3
"180806-01","1","5","please","rude",0,3.56,"F","","IR","",3
"180806-01","1","6","please_idq","polite",1,3.56,"F","","IR","",3
"180806-01","1","7","idq","polite",1,3.56,"F","","IR","",3
"180806-01","1","8","please_idq","rude",0,3.56,"F","","IR","",3
"180806-01","1","9","please_idq","rude",1,3.56,"F","","IR","",3
"180806-01","1","10","idq","polite",1,3.56,"F","","IR","",3
"180806-01","1","11","please","rude",0,3.56,"F","","IR","",3
"180806-01","1","12","idq","rude",0,3.56,"F","","IR","",3
"180806-02","1","1","please","polite",1,3.56,"M","","IR","",3
"180806-02","1","2","please","polite",1,3.56,"M","","IR","",3
"180806-02","1","3","idq","rude",1,3.56,"M","","IR","",3
"180806-02","1","4","please_idq","polite",0,3.56,"M","","IR","",3
"180806-02","1","5","please","rude",1,3.56,"M","","IR","",3
"180806-02","1","6","please_idq","polite",1,3.56,"M","","IR","",3
"180806-02","1","7","idq","polite",0,3.56,"M","","IR","",3
"180806-02","1","8","please_idq","rude",1,3.56,"M","","IR","",3
"180806-02","1","9","please_idq","rude",1,3.56,"M","","IR","",3
"180806-02","1","10","idq","polite",1,3.56,"M","","IR","",3
"180806-02","1","11","please","rude",0,3.56,"M","","IR","",3
"180806-02","1","12","idq","rude",1,3.56,"M","","IR","",3
"180417-01","1","1","please","polite",NA,3.713888889,"M","A, C","ES","Answer for first trial was accidentally selected too soon",3
"180417-01","1","2","please","polite",NA,3.713888889,"M","A, C","ES","Answer for first trial was accidentally selected too soon",3
"180417-01","1","3","idq","polite",NA,3.713888889,"M","A, C","ES","Answer for first trial was accidentally selected too soon",3
"180417-01","1","4","please_idq","polite",NA,3.713888889,"M","A, C","ES","Answer for first trial was accidentally selected too soon",3
"180417-01","1","5","please","polite",NA,3.713888889,"M","A, C","ES","Answer for first trial was accidentally selected too soon",3
"180417-01","1","6","please_idq","polite",NA,3.713888889,"M","A, C","ES","Answer for first trial was accidentally selected too soon",3
"180417-01","1","7","idq","polite",NA,3.713888889,"M","A, C","ES","Answer for first trial was accidentally selected too soon",3
"180417-01","1","8","please_idq","polite",NA,3.713888889,"M","A, C","ES","Answer for first trial was accidentally selected too soon",3
"180417-01","1","9","please_idq","polite",NA,3.713888889,"M","A, C","ES","Answer for first trial was accidentally selected too soon",3
"180417-01","1","10","idq","polite",NA,3.713888889,"M","A, C","ES","Answer for first trial was accidentally selected too soon",3
"180417-01","1","11","please","polite",NA,3.713888889,"M","A, C","ES","Answer for first trial was accidentally selected too soon",3
"180417-01","1","12","idq","polite",NA,3.713888889,"M","A, C","ES","Answer for first trial was accidentally selected too soon",3
"180417-02","1","1","please","polite",NA,3.722222222,"F","H","ES","",3
"180417-02","1","2","please","polite",NA,3.722222222,"F","H","ES","",3
"180417-02","1","3","idq","polite",NA,3.722222222,"F","H","ES","",3
"180417-02","1","4","please_idq","polite",NA,3.722222222,"F","H","ES","",3
"180417-02","1","5","please","polite",NA,3.722222222,"F","H","ES","",3
"180417-02","1","6","please_idq","polite",NA,3.722222222,"F","H","ES","",3
"180417-02","1","7","idq","polite",NA,3.722222222,"F","H","ES","",3
"180417-02","1","8","please_idq","polite",NA,3.722222222,"F","H","ES","",3
"180417-02","1","9","please_idq","polite",NA,3.722222222,"F","H","ES","",3
"180417-02","1","10","idq","polite",NA,3.722222222,"F","H","ES","",3
"180417-02","1","11","please","polite",NA,3.722222222,"F","H","ES","",3
"180417-02","1","12","idq","polite",NA,3.722222222,"F","H","ES","",3
"180417-03","1","1","please","polite",NA,4.252777778,"M","A, F","ES","",4
"180417-03","1","2","please","polite",NA,4.252777778,"M","A, F","ES","",4
"180417-03","1","3","idq","polite",NA,4.252777778,"M","A, F","ES","",4
"180417-03","1","4","please_idq","polite",NA,4.252777778,"M","A, F","ES","",4
"180417-03","1","5","please","polite",NA,4.252777778,"M","A, F","ES","",4
"180417-03","1","6","please_idq","polite",NA,4.252777778,"M","A, F","ES","",4
"180417-03","1","7","idq","polite",NA,4.252777778,"M","A, F","ES","",4
"180417-03","1","8","please_idq","polite",NA,4.252777778,"M","A, F","ES","",4
"180417-03","1","9","please_idq","polite",NA,4.252777778,"M","A, F","ES","",4
"180417-03","1","10","idq","polite",NA,4.252777778,"M","A, F","ES","",4
"180417-03","1","11","please","polite",NA,4.252777778,"M","A, F","ES","",4
"180417-03","1","12","idq","polite",NA,4.252777778,"M","A, F","ES","",4
"180419-02","1","1","please","polite",NA,4.2,"M","Af, C","ES","Very impatient to proceed with game in general; selected answer before hearing question on trials 8 and 12; tried to select both answers on trials 7 and 9",4
"180419-02","1","2","please","polite",NA,4.2,"M","Af, C","ES","Very impatient to proceed with game in general; selected answer before hearing question on trials 8 and 12; tried to select both answers on trials 7 and 9",4
"180419-02","1","3","idq","polite",NA,4.2,"M","Af, C","ES","Very impatient to proceed with game in general; selected answer before hearing question on trials 8 and 12; tried to select both answers on trials 7 and 9",4
"180419-02","1","4","please_idq","polite",NA,4.2,"M","Af, C","ES","Very impatient to proceed with game in general; selected answer before hearing question on trials 8 and 12; tried to select both answers on trials 7 and 9",4
"180419-02","1","5","please","polite",NA,4.2,"M","Af, C","ES","Very impatient to proceed with game in general; selected answer before hearing question on trials 8 and 12; tried to select both answers on trials 7 and 9",4
"180419-02","1","6","please_idq","polite",NA,4.2,"M","Af, C","ES","Very impatient to proceed with game in general; selected answer before hearing question on trials 8 and 12; tried to select both answers on trials 7 and 9",4
"180419-02","1","7","idq","polite",NA,4.2,"M","Af, C","ES","Very impatient to proceed with game in general; selected answer before hearing question on trials 8 and 12; tried to select both answers on trials 7 and 9",4
"180419-02","1","8","please_idq","polite",NA,4.2,"M","Af, C","ES","Very impatient to proceed with game in general; selected answer before hearing question on trials 8 and 12; tried to select both answers on trials 7 and 9",4
"180419-02","1","9","please_idq","polite",NA,4.2,"M","Af, C","ES","Very impatient to proceed with game in general; selected answer before hearing question on trials 8 and 12; tried to select both answers on trials 7 and 9",4
"180419-02","1","10","idq","polite",NA,4.2,"M","Af, C","ES","Very impatient to proceed with game in general; selected answer before hearing question on trials 8 and 12; tried to select both answers on trials 7 and 9",4
"180419-02","1","11","please","polite",NA,4.2,"M","Af, C","ES","Very impatient to proceed with game in general; selected answer before hearing question on trials 8 and 12; tried to select both answers on trials 7 and 9",4
"180419-02","1","12","idq","polite",NA,4.2,"M","Af, C","ES","Very impatient to proceed with game in general; selected answer before hearing question on trials 8 and 12; tried to select both answers on trials 7 and 9",4
"180424-01","1","1","please","polite",NA,3.733333333,"F","C, A","ES","Seemed to always select which one was more polite",3
"180424-01","1","2","please","polite",NA,3.733333333,"F","C, A","ES","Seemed to always select which one was more polite",3
"180424-01","1","3","idq","polite",NA,3.733333333,"F","C, A","ES","Seemed to always select which one was more polite",3
"180424-01","1","4","please_idq","polite",NA,3.733333333,"F","C, A","ES","Seemed to always select which one was more polite",3
"180424-01","1","5","please","polite",NA,3.733333333,"F","C, A","ES","Seemed to always select which one was more polite",3
"180424-01","1","6","please_idq","polite",NA,3.733333333,"F","C, A","ES","Seemed to always select which one was more polite",3
"180424-01","1","7","idq","polite",NA,3.733333333,"F","C, A","ES","Seemed to always select which one was more polite",3
"180424-01","1","8","please_idq","polite",NA,3.733333333,"F","C, A","ES","Seemed to always select which one was more polite",3
"180424-01","1","9","please_idq","polite",NA,3.733333333,"F","C, A","ES","Seemed to always select which one was more polite",3
"180424-01","1","10","idq","polite",NA,3.733333333,"F","C, A","ES","Seemed to always select which one was more polite",3
"180424-01","1","11","please","polite",NA,3.733333333,"F","C, A","ES","Seemed to always select which one was more polite",3
"180424-01","1","12","idq","polite",NA,3.733333333,"F","C, A","ES","Seemed to always select which one was more polite",3
"180424-02","1","1","please","polite",NA,4.622222222,"F","C","ES","",4
"180424-02","1","2","please","polite",NA,4.622222222,"F","C","ES","",4
"180424-02","1","3","idq","polite",NA,4.622222222,"F","C","ES","",4
"180424-02","1","4","please_idq","polite",NA,4.622222222,"F","C","ES","",4
"180424-02","1","5","please","polite",NA,4.622222222,"F","C","ES","",4
"180424-02","1","6","please_idq","polite",NA,4.622222222,"F","C","ES","",4
"180424-02","1","7","idq","polite",NA,4.622222222,"F","C","ES","",4
"180424-02","1","8","please_idq","polite",NA,4.622222222,"F","C","ES","",4
"180424-02","1","9","please_idq","polite",NA,4.622222222,"F","C","ES","",4
"180424-02","1","10","idq","polite",NA,4.622222222,"F","C","ES","",4
"180424-02","1","11","please","polite",NA,4.622222222,"F","C","ES","",4
"180424-02","1","12","idq","polite",NA,4.622222222,"F","C","ES","",4
"180426-01","1","1","please","polite",NA,4.844444444,"M","C, A/","ES","Camera ran out of battery about 2 minutes in; everything was normal other than that",4
"180426-01","1","2","please","polite",NA,4.844444444,"M","C, A/","ES","Camera ran out of battery about 2 minutes in; everything was normal other than that",4
"180426-01","1","3","idq","polite",NA,4.844444444,"M","C, A/","ES","Camera ran out of battery about 2 minutes in; everything was normal other than that",4
"180426-01","1","4","please_idq","polite",NA,4.844444444,"M","C, A/","ES","Camera ran out of battery about 2 minutes in; everything was normal other than that",4
"180426-01","1","5","please","polite",NA,4.844444444,"M","C, A/","ES","Camera ran out of battery about 2 minutes in; everything was normal other than that",4
"180426-01","1","6","please_idq","polite",NA,4.844444444,"M","C, A/","ES","Camera ran out of battery about 2 minutes in; everything was normal other than that",4
"180426-01","1","7","idq","polite",NA,4.844444444,"M","C, A/","ES","Camera ran out of battery about 2 minutes in; everything was normal other than that",4
"180426-01","1","8","please_idq","polite",NA,4.844444444,"M","C, A/","ES","Camera ran out of battery about 2 minutes in; everything was normal other than that",4
"180426-01","1","9","please_idq","polite",NA,4.844444444,"M","C, A/","ES","Camera ran out of battery about 2 minutes in; everything was normal other than that",4
"180426-01","1","10","idq","polite",NA,4.844444444,"M","C, A/","ES","Camera ran out of battery about 2 minutes in; everything was normal other than that",4
"180426-01","1","11","please","polite",NA,4.844444444,"M","C, A/","ES","Camera ran out of battery about 2 minutes in; everything was normal other than that",4
"180426-01","1","12","idq","polite",NA,4.844444444,"M","C, A/","ES","Camera ran out of battery about 2 minutes in; everything was normal other than that",4
"180426-03","1","3","idq","polite",NA,3.944444444,"F","C","ES","",3
"180426-03","1","1","please","polite",NA,3.944444444,"F","C","ES","",3
"180426-03","1","2","please","polite",NA,3.944444444,"F","C","ES","",3
"180426-03","1","4","please_idq","polite",NA,3.944444444,"F","C","ES","",3
"180426-03","1","5","please","polite",NA,3.944444444,"F","C","ES","",3
"180426-03","1","6","please_idq","polite",NA,3.944444444,"F","C","ES","",3
"180426-03","1","7","idq","polite",NA,3.944444444,"F","C","ES","",3
"180426-03","1","8","please_idq","polite",NA,3.944444444,"F","C","ES","",3
"180426-03","1","9","please_idq","polite",NA,3.944444444,"F","C","ES","",3
"180426-03","1","10","idq","polite",NA,3.944444444,"F","C","ES","",3
"180426-03","1","11","please","polite",NA,3.944444444,"F","C","ES","",3
"180426-03","1","12","idq","polite",NA,3.944444444,"F","C","ES","",3
"180501-01","1","1","please","polite",NA,4.119444444,"F","Aj","ES","",4
"180501-01","1","2","please","polite",NA,4.119444444,"F","Aj","ES","",4
"180501-01","1","3","idq","polite",NA,4.119444444,"F","Aj","ES","",4
"180501-01","1","4","please_idq","polite",NA,4.119444444,"F","Aj","ES","",4
"180501-01","1","5","please","polite",NA,4.119444444,"F","Aj","ES","",4
"180501-01","1","6","please_idq","polite",NA,4.119444444,"F","Aj","ES","",4
"180501-01","1","7","idq","polite",NA,4.119444444,"F","Aj","ES","",4
"180501-01","1","8","please_idq","polite",NA,4.119444444,"F","Aj","ES","",4
"180501-01","1","9","please_idq","polite",NA,4.119444444,"F","Aj","ES","",4
"180501-01","1","10","idq","polite",NA,4.119444444,"F","Aj","ES","",4
"180501-01","1","11","please","polite",NA,4.119444444,"F","Aj","ES","",4
"180501-01","1","12","idq","polite",NA,4.119444444,"F","Aj","ES","",4
"180501pm-02","1","1","please","polite",NA,4.894444444,"F","Cau","KS","",4
"180501pm-02","1","2","please","polite",NA,4.894444444,"F","Cau","KS","",4
"180501pm-02","1","3","idq","polite",NA,4.894444444,"F","Cau","KS","",4
"180501pm-02","1","4","please_idq","polite",NA,4.894444444,"F","Cau","KS","",4
"180501pm-02","1","5","please","polite",NA,4.894444444,"F","Cau","KS","",4
"180501pm-02","1","6","please_idq","polite",NA,4.894444444,"F","Cau","KS","",4
"180501pm-02","1","7","idq","polite",NA,4.894444444,"F","Cau","KS","",4
"180501pm-02","1","8","please_idq","polite",NA,4.894444444,"F","Cau","KS","",4
"180501pm-02","1","9","please_idq","polite",NA,4.894444444,"F","Cau","KS","",4
"180501pm-02","1","10","idq","polite",NA,4.894444444,"F","Cau","KS","",4
"180501pm-02","1","11","please","polite",NA,4.894444444,"F","Cau","KS","",4
"180501pm-02","1","12","idq","polite",NA,4.894444444,"F","Cau","KS","",4
"180501pm-03","1","1","please","polite",NA,4.319444444,"M","Not on class sheet","KS","",4
"180501pm-03","1","2","please","polite",NA,4.319444444,"M","Not on class sheet","KS","",4
"180501pm-03","1","3","idq","polite",NA,4.319444444,"M","Not on class sheet","KS","",4
"180501pm-03","1","4","please_idq","polite",NA,4.319444444,"M","Not on class sheet","KS","",4
"180501pm-03","1","5","please","polite",NA,4.319444444,"M","Not on class sheet","KS","",4
"180501pm-03","1","6","please_idq","polite",NA,4.319444444,"M","Not on class sheet","KS","",4
"180501pm-03","1","7","idq","polite",NA,4.319444444,"M","Not on class sheet","KS","",4
"180501pm-03","1","8","please_idq","polite",NA,4.319444444,"M","Not on class sheet","KS","",4
"180501pm-03","1","9","please_idq","polite",NA,4.319444444,"M","Not on class sheet","KS","",4
"180501pm-03","1","10","idq","polite",NA,4.319444444,"M","Not on class sheet","KS","",4
"180501pm-03","1","11","please","polite",NA,4.319444444,"M","Not on class sheet","KS","",4
